,Public Food Key,Classification,Food Name,Total calories(kcal),Protein,Total Fat,Total dietary fibre,Alcohol,Total sugars,Carbohydrates,Sodium (Na),Saturated fatty acids,Monounsaturated fatty acids,Polyunsaturated fatty acids,Trans fatty acids,Cholesterol,Categories,Food Description
760,F000890,18101,"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",235.18,26.30,14.50,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,69.00,Beef ,Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
761,F000961,18101,"Beef, topside roast, lean, raw",117.11,22.30,3.00,0.00,0.00,0.00,0.00,44.00,39.62,42.56,13.66,4.20,35.00,Beef ,"Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
762,F000962,18101,"Beef, topside roast, lean, roasted, no added fat",157.74,32.70,2.80,0.00,0.00,0.00,0.00,54.00,30.27,52.13,15.14,2.50,62.00,Beef ,"Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
763,F000963,18101,"Beef, topside roast, semi-trimmed, raw",133.37,22.00,5.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,36.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
764,F000964,18101,"Beef, topside roast, semi-trimmed, roasted, no added fat",171.85,32.10,4.70,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,62.00,Beef ,Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
765,F000966,18101,"Beef, topside roast, untrimmed, raw",162.76,21.30,8.60,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,37.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
766,F000967,18101,"Beef, topside roast, untrimmed, roasted, no added fat",189.53,31.30,7.10,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,62.00,Beef ,Cooked beef from the midsection of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal and external fat attached.
767,F009360,18104,"Veal, all cuts, separable fat, raw",335.33,19.40,29.00,0.00,0.00,0.00,0.00,25.00,50.63,37.56,2.36,9.40,70.00,Veal ,Raw veal fat from various regions of the carcase. Internal and external separable fat only.
768,F009359,18104,"Veal, all cuts, separable fat, cooked",375.96,20.70,33.00,0.00,0.00,0.00,0.00,32.00,54.18,35.23,2.87,7.70,39.00,Veal ,"Cooked internal and external separable fat from 4 different cuts from various regions of the carcase. Oven baked or grilled as purchased, still attached to the lean muscle meat, with no added fat to an internal temperature of 70 degrees celsius or until 'medium', then dissected."
769,F009361,18104,"Veal, boneless dice or strips, lean, raw",117.59,25.20,1.80,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,55.00,Veal ,"Raw veal, purchased diced or in strips and likely to be from various regions of the carcase. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed."
770,F009362,18104,"Veal, boneless dice or strips, lean, stir-fried, no added fat",151.29,31.00,2.90,0.00,0.00,0.00,0.00,82.00,0.00,0.00,0.00,0.00,104.00,Veal ,"Cooked veal, purchased diced or in strips and likely to be from various regions of the carcase.  Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed. Fried for 2-5 minutes with no added fat."
771,F009363,18104,"Veal, boneless dice or strips, untrimmed, raw",121.41,25.00,2.20,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,55.00,Veal ,"Raw veal, purchased diced or in strips and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached."
772,F009364,18104,"Veal, boneless dice or strips, untrimmed, stir-fried, no added fat",155.59,30.70,3.50,0.00,0.00,0.00,0.00,81.00,0.00,0.00,0.00,0.00,103.00,Veal ,"Cooked veal, purchased diced or in strips and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached. Fried for 2-5 minutes with no added fat."
773,F009370,18104,"Veal, cutlet, with bone, lean, raw",109.70,24.60,1.10,0.00,0.00,0.00,0.00,45.00,39.52,34.47,22.07,3.40,35.00,Veal ,"Raw veal from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
774,F009369,18104,"Veal, cutlet, with bone, lean, grilled, no added fat",131.93,28.10,2.00,0.00,0.00,0.00,0.00,46.00,46.07,35.44,16.24,2.40,41.00,Veal ,"Cooked veal from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
775,F009372,18104,"Veal, cutlet, with bone, semi-trimmed, raw",122.37,24.30,2.70,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,37.00,Veal ,Raw veal from the midsection of the carcase. Lean muscle meat with some inseparable internal fat. Majority of internal and external separable fat removed.
776,F009371,18104,"Veal, cutlet, with bone, semi-trimmed, grilled, no added fat",149.38,27.60,4.20,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,41.00,Veal ,Cooked veal from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed after cooking.
777,F009374,18104,"Veal, cutlet, with bone, untrimmed, raw",125.00,24.20,3.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,37.00,Veal ,Raw veal from the midsection of the carcase. Lean muscle meat with internal and external fat attached.
778,F009373,18104,"Veal, cutlet, with bone, untrimmed, grilled, no added fat",151.05,27.50,4.40,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,41.00,Veal ,Cooked veal from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
779,F009379,18104,"Veal, diced, lean, raw",107.07,23.10,1.50,0.00,0.00,0.00,0.00,46.00,38.23,39.93,18.35,3.50,55.00,Veal ,"Raw veal, purchased diced and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
780,F009380,18104,"Veal, diced, lean, stir-fried, no added fat",156.07,31.90,3.00,0.00,0.00,0.00,0.00,85.00,41.21,35.37,18.83,4.60,110.00,Veal ,"Cooked veal, purchased diced and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
781,F009381,18104,"Veal, diced, untrimmed, raw",111.38,23.00,2.00,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,55.00,Veal ,"Raw veal, purchased diced and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached."
782,F009382,18104,"Veal, diced, untrimmed, stir-fried, no added fat",162.28,31.60,3.80,0.00,0.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,108.00,Veal ,"Cooked veal, purchased diced and likely to be from various regions of the carcase. Fried for 2-5 minutes with no added fat. Lean muscle meat with internal and external fat attached."
783,F009433,18104,"Veal, steak, boneless, leg, lean, raw",112.33,24.40,1.50,0.00,0.00,0.00,0.00,56.00,31.78,37.76,27.48,3.10,57.00,Veal ,"Raw veal from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
784,F009432,18104,"Veal, steak, boneless, leg, lean, grilled, no added fat",156.55,34.40,1.90,0.00,0.00,0.00,0.00,49.00,30.68,43.98,20.25,4.90,85.00,Veal ,"Cooked veal from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
785,F009435,18104,"Veal, steak, boneless, leg, untrimmed, raw",115.20,24.30,1.80,0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,57.00,Veal ,Raw veal from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
786,F009434,18104,"Veal, steak, boneless, leg, untrimmed, grilled, no added fat",161.33,34.10,2.60,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,84.00,Veal ,Cooked veal from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
787,F009438,18104,"Veal, stir-fry strips, lean, raw",128.11,27.20,2.00,0.00,0.00,0.00,0.00,56.00,38.23,39.93,18.35,3.50,55.00,Veal ,"Raw veal, purchased as strips and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
788,F009439,18104,"Veal, stir-fry strips, lean, stir-fried, no added fat",146.75,30.00,2.80,0.00,0.00,0.00,0.00,79.00,41.21,35.37,18.83,4.60,99.00,Veal ,"Cooked veal, purchased as strips and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
789,F009440,18104,"Veal, stir-fry strips, untrimmed, raw",131.69,27.10,2.50,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,55.00,Veal ,"Raw veal, purchased as strips and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached."
790,F009441,18104,"Veal, stir-fry strips, untrimmed, stir-fried, no added fat",148.90,29.90,3.10,0.00,0.00,0.00,0.00,79.00,0.00,0.00,0.00,0.00,98.00,Veal ,"Cooked veal, purchased as strips and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat with internal and external fat attached."
791,F004831,18102,"Lamb, all cuts, separable fat, raw",553.30,10.80,57.60,0.00,0.00,0.00,0.00,22.00,46.90,37.89,4.83,9.70,62.00,Lamb and mutton,Raw internal and external separable fat from 11 different cuts of lamb from various regions of the carcase.
792,F004830,18102,"Lamb, all cuts, separable fat, cooked",538.00,16.20,53.40,0.00,0.00,0.00,0.00,28.00,48.57,39.18,4.52,7.80,74.00,Lamb and mutton,"Cooked internal and external separable fat from 11 different cuts of lamb from various regions of the carcase. Oven baked or grilled as purchased, still attached to the lean muscle meat, with no added fat to an internal temperature of 70 degrees celsius or until 'medium', then dissected."
793,F004846,18102,"Lamb, boneless, fillet or loin, untrimmed, raw",134.80,19.90,6.10,0.00,0.00,0.00,0.00,67.00,0.00,0.00,0.00,0.00,66.00,Lamb and mutton,"Raw lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat."
794,F004845,18102,"Lamb, boneless, fillet or loin, untrimmed, grilled, no added fat",167.07,26.90,6.50,0.00,0.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,84.00,Lamb and mutton,"Lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat. Grilled for 6 minutes."
795,F004844,18102,"Lamb, boneless, fillet or loin, lean, raw",117.35,20.30,4.00,0.00,0.00,0.00,0.00,69.00,0.00,0.00,0.00,0.00,66.00,Lamb and mutton,"Raw lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat removed."
796,F004843,18102,"Lamb, boneless, fillet or loin, lean, grilled, no added fat",159.42,27.20,5.60,0.00,0.00,0.00,0.00,69.00,0.00,0.00,0.00,0.00,84.00,Lamb and mutton,"Lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat removed. Grilled for 6 minutes."
797,F004890,18102,"Lamb, chop, with bone, loin or chump, lean, raw",144.84,25.60,4.60,0.00,0.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,69.00,Lamb and mutton,Raw lamb from the hind portion of the carcase. Lean muscle meat with some inseparable internal fat. Majority of internal and external separable fat removed.
798,F004889,18102,"Lamb, chop, with bone, loin or chump, lean, grilled, no added fat",215.11,32.00,9.60,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,92.00,Lamb and mutton,Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable fat. All possible internal and external separable fat removed after cooking.
799,F004892,18102,"Lamb, chop, with bone, loin or chump, semi-trimmed, raw",192.16,23.90,10.80,0.00,0.00,0.00,0.00,63.00,0.00,0.00,0.00,0.00,68.00,Lamb and mutton,Raw lamb from the hind portion of the carcase. Lean muscle meat and internal fat. Majority of external fat removed.
800,F004891,18102,"Lamb, chop, with bone, loin or chump, semi-trimmed, grilled, no added fat",249.04,30.20,14.30,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,91.00,Lamb and mutton,Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat and internal fat. Majority of external fat removed after cooking.
801,F004894,18102,"Lamb, chop, with bone, loin or chump, untrimmed, raw",269.84,20.80,20.90,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,67.00,Lamb and mutton,Raw lamb from the hind portion of the carcase. Lean muscle meat with all internal and external fat attached.
802,F004893,18102,"Lamb, chop, with bone, loin or chump, untrimmed, grilled, no added fat",287.28,28.40,19.40,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,88.00,Lamb and mutton,Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with all internal and external fat attached.
803,F004899,18102,"Lamb, chop, with bone, chump, lean, raw",129.54,22.50,4.30,0.00,0.00,0.00,0.00,65.00,35.43,47.64,12.48,4.40,65.00,Lamb and mutton,"Raw lamb from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
804,F004898,18102,"Lamb, chop, with bone, chump, lean, grilled, no added fat",228.73,34.10,10.20,0.00,0.00,0.00,0.00,65.00,38.71,44.00,13.21,4.00,93.00,Lamb and mutton,"Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
805,F004908,18102,"Lamb, chop, with bone, chump, semi-trimmed, raw",179.97,21.10,10.60,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,65.00,Lamb and mutton,Raw lamb from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
806,F004907,18102,"Lamb, chop, with bone, chump, semi-trimmed, grilled, no added fat",270.55,31.70,16.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,90.00,Lamb and mutton,Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
807,F004911,18102,"Lamb, chop, with bone, chump, untrimmed, raw",234.46,19.60,17.50,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,64.00,Lamb and mutton,Raw lamb from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
808,F004910,18102,"Lamb, chop, with bone, chump, untrimmed, grilled, no added fat",299.00,30.00,20.00,0.00,0.00,0.00,0.00,57.00,0.00,0.00,0.00,0.00,89.00,Lamb and mutton,Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
809,F004928,18102,"Lamb, diced, lean, raw",132.41,21.30,5.20,0.00,0.00,0.00,0.00,53.00,38.15,43.74,13.83,4.90,78.00,Lamb and mutton,"Raw lamb, purchased diced and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
810,F004929,18102,"Lamb, diced, lean, stir-fried, no added fat",184.75,31.30,6.50,0.00,0.00,0.00,0.00,59.00,41.19,42.57,9.30,7.00,96.00,Lamb and mutton,"Cooked lamb, purchased diced and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
811,F004927,18102,"Lamb, diced, lean, casseroled, no added fat",185.47,32.20,6.20,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,115.00,Lamb and mutton,"Cooked lamb, purchased diced and likely to be from various regions of the carcase. casseroled with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
